organisation_id,subsidiary_id,organisation_size,submission_period,packaging_activity,packaging_type,packaging_class,packaging_material,packaging_material_subtype,from_country,to_country,packaging_material_weight,packaging_material_units,transitional_packaging_units,ram_rag_rating
100962,,L,2025-H1,SE,HH,P1,PC,,,,33111324,,,R
100962,,L,2025-H1,SE,HH,P1,PC,,,,44593657,,,G
100962,,L,2025-H1,SE,HH,P1,PL,Flexible,,,38512569,,,R
100962,,L,2025-H1,SE,HH,P1,PL,Rigid,,,24568630,,,R
100962,,L,2025-H1,SE,HH,P1,PL,Rigid,,,30986556,,,G
100962,,L,2025-H1,SE,NH,P1,PL,,,,2329652,,,
100962,,L,2025-H1,SE,PB,B1,PC,,,,21513973,,,A
100962,,L,2025-H1,SE,PB,B1,PC,,,,40306839,,,G
100962,,L,2025-H1,SE,PB,B1,PL,Rigid,,,201958,,,R
100962,,L,2025-H1,SE,PB,B1,PL,Rigid,,,37315736,,,G
100962,,L,2025-H1,SO,NH,P2,PC,,,,17504446,,,
100962,,L,2025-H1,SO,NH,P2,PL,,,,2964479,,,
100962,,L,2025-H1,SO,NH,P4,PC,,,,1789542,,,
100962,,L,2025-H1,SO,NH,P4,PL,,,,15503805,,,
100962,,L,2025-H1,,OW,O2,PC,,NI,,22565858,,,
100962,,L,2025-H1,,OW,O2,PL,,NI,,39458713,,,
100962,,L,2025-H1,,OW,O2,WD,,NI,,4453398,,,
107953,,L,2025-H1,IM,NH,P2,PC,,,,19488707,,,
107953,,L,2025-H1,IM,NH,P4,PC,,,,21204675,,,
107953,,L,2025-H1,IM,NH,P4,PL,,,,15194255,,,
107953,,L,2025-H1,IM,NH,P4,WD,,,,11559916,,,
107953,,L,2025-H1,IM,RU,P5,WD,,,,35023675,,,
107953,,L,2025-H1,SE,HH,P3,PC,,,,19830900,,,G
107953,,L,2025-H1,SE,NH,P2,PC,,,,13665417,,,
100085,,L,2025-H1,PF,NH,P4,WD,,,,18860796,,,
100085,,L,2025-H1,PF,PB,B1,PC,,,,48697411,,,G
100085,,L,2025-H1,PF,RU,P5,WD,,,,32583004,,,
100085,,L,2025-H1,SE,PB,B1,OT,Glue,,,42797649,,,G
100085,,L,2025-H1,SE,PB,B1,OT,Ink,,,31713201,,,G
100085,,L,2025-H1,SE,PB,B1,PC,,,,46826106,,,G
100085,,L,2025-H1,,OW,O2,PC,,NI,,11855233,,,
100085,,L,2025-H1,,OW,O2,ST,,NI,,4554747,,,
100085,,L,2025-H1,,OW,O2,PL,,NI,,42333041,,,
100085,,L,2025-H1,,OW,O2,WD,,NI,,25869007,,,
108311,,L,2025-H1,IM,NH,P1,PC,,,,35922330,,,
108311,,L,2025-H1,IM,NH,P4,PL,,,,40233101,,,
108311,,L,2025-H1,IM,NH,P4,WD,,,,13495038,,,
108311,,L,2025-H1,IM,RU,P5,WD,,,,45502462,,,
108311,,L,2025-H1,PF,NH,P1,PC,,,,12381683,,,
108311,,L,2025-H1,PF,NH,P1,PL,,,,33396088,,,
108311,,L,2025-H1,PF,NH,P4,PC,,,,6605265,,,
108311,,L,2025-H1,PF,NH,P4,PL,,,,39676056,,,
108311,,L,2025-H1,SO,NH,P1,PC,,,,25638124,,,
108311,,L,2025-H1,SO,NH,P1,PL,,,,31654045,,,
108311,,L,2025-H1,,OW,O2,PC,,NI,,20844372,,,
108311,,L,2025-H1,,OW,O2,PL,,NI,,41500212,,,
105681,,L,2025-H1,IM,NH,P1,PC,,,,20218888,,,
105681,,L,2025-H1,IM,NH,P2,PC,,,,42035704,,,
105681,,L,2025-H1,IM,NH,P4,PL,,,,1020634,,,
105681,,L,2025-H1,IM,NH,P4,WD,,,,6606256,,,
105681,,L,2025-H1,IM,RU,P5,WD,,,,27772748,,,
105681,,L,2025-H1,PF,NH,P4,PL,,,,40415256,,,
105681,,L,2025-H1,SE,PB,B1,PC,,,,4390583,,,G
105681,,L,2025-H1,SE,PB,B1,PL,Flexible,,,4898646,,,R
105681,,L,2025-H1,SO,NH,P2,PC,,,,435573,,,
105681,,L,2025-H1,,OW,O2,PC,,NI,,49602548,,,
111504,,L,2025-H1,PF,NH,P4,WD,,,,30529344,,,
111504,,L,2025-H1,PF,RU,P5,WD,,,,26819792,,,
111504,,L,2025-H1,PF,NH,P4,ST,,,,27378897,,,
107369,,L,2025-H1,IM,NH,P2,PC,,,,5168802,,,
107369,,L,2025-H1,IM,NH,P4,PL,,,,42327354,,,
107369,,L,2025-H1,IM,NH,P4,ST,,,,9110798,,,
107369,,L,2025-H1,IM,NH,P4,WD,,,,1615735,,,
107369,,L,2025-H1,IM,RU,P5,WD,,,,39366287,,,
107369,,L,2025-H1,PF,HH,P1,PC,,,,5059012,,,
107369,,L,2025-H1,PF,HH,P1,PL,Flexible,,,40791387,,,
107369,,L,2025-H1,PF,NH,P1,PC,,,,24775402,,,
107369,,L,2025-H1,PF,NH,P1,PL,,,,48780175,,,
107369,,L,2025-H1,PF,NH,P2,PC,,,,18820134,,,
107369,,L,2025-H1,PF,NH,P2,PL,,,,35157255,,,
107369,,L,2025-H1,PF,NH,P4,PL,,,,17465833,,,
107369,,L,2025-H1,PF,NH,P4,ST,,,,18303232,,,
107369,,L,2025-H1,PF,NH,P4,WD,,,,5696162,,,
107369,,L,2025-H1,PF,RU,P5,WD,,,,28559274,,,
107497,,L,2025-H1,PF,HH,P1,PL,Flexible,,,32166555,,,R
107497,,L,2025-H1,PF,NH,P1,PL,,,,38870631,,,
107497,,L,2025-H1,PF,NH,P4,PL,,,,6597269,,,
107497,,L,2025-H1,PF,NH,P4,WD,,,,36858305,,,
107497,,L,2025-H1,PF,RU,P5,WD,,,,17735058,,,
107497,,L,2025-H1,SO,HH,P1,PL,Flexible,,,18518852,,,R
107497,,L,2025-H1,SO,NH,P1,PL,,,,28833953,,,
107497,,L,2025-H1,SO,NH,P4,PL,,,,37802773,,,
107497,,L,2025-H1,SO,NH,P4,WD,,,,11793852,,,
107497,,L,2025-H1,SO,RU,P5,WD,,,,44367706,,,
107497,,L,2025-H1,,OW,O2,PL,,NI,,2274351,,,
107497,,L,2025-H1,,OW,O2,WD,,NI,,17098298,,,
105604,115161,L,2025-H1,IM,NH,P4,PL,,,,735791,,,
105604,115161,L,2025-H1,IM,NH,P4,WD,,,,8664359,,,
105604,115161,L,2025-H1,IM,RU,P5,WD,,,,47455968,,,
105604,115161,L,2025-H1,SO,HH,P1,PC,,,,39632747,,,
105604,115161,L,2025-H1,SO,HH,P1,PL,Flexible,,,8431462,,,
105604,115161,L,2025-H1,SO,NH,P1,PC,,,,26885331,,,
105604,115161,L,2025-H1,SO,NH,P1,PL,,,,25939872,,,
105604,115161,L,2025-H1,SO,NH,P4,PL,,,,7330181,,,
105604,115161,L,2025-H1,SO,NH,P4,WD,,,,13705772,,,
105604,115161,L,2025-H1,SO,RU,P5,WD,,,,47716230,,,
105604,115161,L,2025-H1,,OW,O2,PC,,NI,,3735984,,,
105604,115161,L,2025-H1,,OW,O2,PL,,NI,,17017160,,,
105604,115161,L,2025-H1,,OW,O2,WD,,NI,,2519003,,,
105604,115161,L,2025-H1,IM,HH,P1,PC,,,,23494540,,,
105604,115161,L,2025-H1,IM,HH,P1,PL,Flexible,,,18806336,,,
105604,115161,L,2025-H1,IM,HH,P1,PL,Rigid,,,20530783,,,
105604,115161,L,2025-H1,IM,NH,P1,PC,,,,37499628,,,
105604,115161,L,2025-H1,IM,NH,P1,PL,,,,21830596,,,
101254,108986,L,2025-H1,IM,NH,P1,GL,,,,16188431,,,
101254,108986,L,2025-H1,IM,NH,P1,PL,,,,29616825,,,
101254,108986,L,2025-H1,IM,NH,P4,PC,,,,24584100,,,
101254,108986,L,2025-H1,IM,RU,P1,PL,,,,6782457,,,
101254,108986,L,2025-H1,PF,NH,P1,GL,,,,22681152,,,
101254,108986,L,2025-H1,PF,NH,P1,PL,,,,23816597,,,
101254,108986,L,2025-H1,PF,NH,P4,PC,,,,19919756,,,
101254,108986,L,2025-H1,PF,RU,P1,PL,,,,46183748,,,
101254,108985,L,2025-H1,IM,NH,P4,PC,,,,13485419,,,
101254,108985,L,2025-H1,IM,NH,P4,PL,,,,43463658,,,
101254,108985,L,2025-H1,PF,NH,P4,PC,,,,1455437,,,
101254,108985,L,2025-H1,PF,NH,P4,PL,,,,24492140,,,
101254,108985,L,2025-H1,PF,NH,P4,WD,,,,31761869,,,
101254,108985,L,2025-H1,PF,RU,P5,WD,,,,42109537,,,
105476,117416,L,2025-H1,IM,NH,P4,PC,,,,15502425,,,
105476,117416,L,2025-H1,IM,NH,P4,PL,,,,23346121,,,
105476,117416,L,2025-H1,PF,HH,P1,PC,,,,16374800,,,G
105476,117416,L,2025-H1,PF,HH,P1,PL,Flexible,,,16691986,,,R
105476,117416,L,2025-H1,PF,HH,P1,PL,Rigid,,,23474626,,,R
105476,117416,L,2025-H1,PF,NH,P4,PL,,,,3070530,,,
105476,117416,L,2025-H1,SO,HH,P1,PC,,,,3290124,,,G
103940,,L,2025-H1,PF,NH,P1,PC,,,,5060096,,,
103940,,L,2025-H1,PF,NH,P1,PL,,,,34407962,,,
103940,,L,2025-H1,PF,NH,P4,PL,,,,6053769,,,
103940,,L,2025-H1,PF,NH,P4,WD,,,,5271244,,,
103940,,L,2025-H1,PF,RU,P5,WD,,,,9460706,,,
103940,,L,2025-H1,SO,NH,P1,PL,,,,32647515,,,
105346,,L,2025-H1,IM,HH,P1,AL,,,,581168,,,
105346,,L,2025-H1,IM,HH,P1,GL,,,,14300366,,,
105346,,L,2025-H1,IM,HH,P1,PC,,,,42299946,,,
105346,,L,2025-H1,IM,HH,P1,PL,Flexible,,,3254377,,,
105346,,L,2025-H1,IM,HH,P1,PL,Rigid,,,18257108,,,
105346,,L,2025-H1,IM,NH,P2,PC,,,,42119902,,,
105346,,L,2025-H1,IM,NH,P2,PL,,,,17625228,,,
105346,,L,2025-H1,IM,NH,P4,PL,,,,19823901,,,
105346,,L,2025-H1,SO,HH,P1,AL,,,,34846822,,,
105346,,L,2025-H1,SO,HH,P1,GL,,,,6978973,,,
105346,,L,2025-H1,SO,HH,P1,OT,String,,,11478507,,,
105346,,L,2025-H1,SO,HH,P1,PC,,,,25603057,,,
105346,,L,2025-H1,SO,HH,P1,PL,Flexible,,,45731002,,,
105346,,L,2025-H1,SO,HH,P1,PL,Rigid,,,29560122,,,
105346,,L,2025-H1,SO,HH,P1,ST,,,,25487877,,,
105346,,L,2025-H1,SO,NH,P2,PC,,,,26604226,,,
105346,,L,2025-H1,SO,NH,P2,PL,,,,25739576,,,
105346,,L,2025-H1,SO,PB,B1,AL,,,,25643187,,,
105346,,L,2025-H1,SO,PB,B1,PC,,,,14955560,,,
105346,,L,2025-H1,SO,PB,B1,PL,Flexible,,,39839783,,,
105346,,L,2025-H1,SO,PB,B1,PL,Rigid,,,10844131,,,
104391,,L,2025-H1,IM,NH,P1,PC,,,,22839511,,,
104391,,L,2025-H1,IM,NH,P1,PL,,,,39980295,,,
104391,,L,2025-H1,IM,NH,P1,ST,,,,38868560,,,
104391,,L,2025-H1,IM,NH,P2,PC,,,,19507689,,,
104391,,L,2025-H1,IM,NH,P4,PC,,,,34485607,,,
104391,,L,2025-H1,IM,NH,P4,PL,,,,20891560,,,
104391,,L,2025-H1,IM,NH,P4,WD,,,,12766414,,,
104391,,L,2025-H1,IM,RU,P5,WD,,,,48588707,,,
104391,,L,2025-H1,PF,NH,P1,PL,,,,31285073,,,
104391,,L,2025-H1,PF,NH,P1,ST,,,,31390789,,,
104391,,L,2025-H1,PF,NH,P2,PC,,,,16166169,,,
104391,,L,2025-H1,PF,NH,P4,PC,,,,42676268,,,
104391,,L,2025-H1,PF,NH,P4,PL,,,,323009,,,
104391,,L,2025-H1,SO,NH,P1,PC,,,,12704397,,,
104391,,L,2025-H1,SO,NH,P1,PL,,,,6385719,,,
104391,,L,2025-H1,SO,NH,P1,ST,,,,37596620,,,
104391,,L,2025-H1,SO,NH,P2,PC,,,,12963317,,,
104391,,L,2025-H1,SO,NH,P4,PC,,,,10255604,,,
104391,,L,2025-H1,SO,RU,P1,PL,,,,44649968,,,
104391,,L,2025-H1,SO,RU,P1,ST,,,,48530663,,,
104391,,L,2025-H1,,OW,O2,PC,,EN,,28461438,,,
104391,,L,2025-H1,,OW,O2,ST,,EN,,44816154,,,
104391,,L,2025-H1,,OW,O2,PL,,EN,,32210207,,,
104391,,L,2025-H1,,OW,O2,WD,,EN,,40991451,,,
100497,,L,2025-H1,IM,NH,P2,PC,,,,15848879,,,
100497,,L,2025-H1,IM,NH,P2,PL,,,,23932139,,,
100497,,L,2025-H1,IM,NH,P4,PL,,,,42156523,,,
100497,,L,2025-H1,IM,NH,P4,WD,,,,43689225,,,
100497,,L,2025-H1,IM,RU,P5,WD,,,,5801747,,,
100497,,L,2025-H1,SO,NH,P1,PC,,,,42650894,,,
100497,,L,2025-H1,SO,NH,P1,PL,,,,21088077,,,
100497,,L,2025-H1,SO,NH,P1,ST,,,,26949747,,,
100497,,L,2025-H1,SO,NH,P2,PC,,,,15789869,,,
100497,,L,2025-H1,,OW,O2,PL,,EN,,20366709,,,
100156,108691,L,2025-H1,PF,NH,P1,PL,,,,18366513,,,
100156,108691,L,2025-H1,PF,NH,P4,PC,,,,30714688,,,
100156,108691,L,2025-H1,PF,NH,P4,PL,,,,33083820,,,
100156,108691,L,2025-H1,SE,NH,P1,PC,,,,12103942,,,
100156,108691,L,2025-H1,SE,NH,P1,PL,,,,37749885,,,
100156,108691,L,2025-H1,SE,NH,P1,ST,,,,48018812,,,
100156,108691,L,2025-H1,SE,NH,P1,WD,,,,49190695,,,
100156,108691,L,2025-H1,SE,NH,P4,PL,,,,39809099,,,
103460,,L,2025-H1,IM,NH,P2,PC,,,,31653743,,,
103460,,L,2025-H1,IM,NH,P4,PL,,,,20630435,,,
103460,,L,2025-H1,IM,NH,P4,WD,,,,33286633,,,
103460,,L,2025-H1,IM,RU,P5,WD,,,,16660023,,,
103460,,L,2025-H1,,OW,O2,PC,,EN,,24069340,,,
103460,,L,2025-H1,,OW,O2,PL,,EN,,32935571,,,
103460,,L,2025-H1,,OW,O2,WD,,EN,,28463626,,,
107398,,L,2025-H1,IM,NH,P4,PL,,,,42045363,,,
107398,,L,2025-H1,IM,NH,P4,WD,,,,3694803,,,
107398,,L,2025-H1,IM,RU,P5,WD,,,,36965295,,,
107398,,L,2025-H1,PF,NH,P2,PC,,,,16340995,,,
107398,,L,2025-H1,PF,NH,P2,PL,,,,15313633,,,
107398,,L,2025-H1,PF,NH,P4,OT,Other Metals,,,11321088,,,
107398,,L,2025-H1,PF,NH,P4,PC,,,,31065051,,,
107398,,L,2025-H1,PF,NH,P4,PL,,,,49768943,,,
107398,,L,2025-H1,PF,NH,P4,WD,,,,19142744,,,
107398,,L,2025-H1,PF,RU,P5,WD,,,,26329949,,,
107398,,L,2025-H1,SO,HDC,,GL,,,,4078505,10743,,G
107398,,L,2025-H1,SO,HH,P1,AL,,,,30828810,,,G
107398,,L,2025-H1,SO,HH,P1,GL,,,,9036812,,,G
107398,,L,2025-H1,SO,HH,P1,OT,Ceramic,,,38237879,,,R
107398,,L,2025-H1,SO,HH,P1,PC,,,,16132051,,,R
107398,,L,2025-H1,SO,HH,P1,PC,,,,8802498,,,G
107398,,L,2025-H1,SO,HH,P1,PL,Flexible,,,6459321,,,R
107398,,L,2025-H1,SO,HH,P1,PL,Rigid,,,31845339,,,R
107398,,L,2025-H1,SO,HH,P1,PL,Rigid,,,27053908,,,A
107398,,L,2025-H1,SO,HH,P1,ST,,,,49845807,,,G
107398,,L,2025-H1,SO,NH,P1,GL,,,,4576757,,,
107398,,L,2025-H1,SO,NH,P1,PC,,,,26335509,,,
107398,,L,2025-H1,SO,NH,P1,PL,,,,12147111,,,
107398,,L,2025-H1,SO,NH,P1,ST,,,,20783542,,,
107398,,L,2025-H1,SO,NH,P2,PC,,,,23596517,,,
107398,,L,2025-H1,SO,NH,P2,PL,,,,23529262,,,
107398,,L,2025-H1,IM,NH,P1,PC,,,,27882647,,,
107398,,L,2025-H1,IM,NH,P1,PL,,,,27291388,,,
107398,,L,2025-H1,IM,NH,P1,ST,,,,26455482,,,
107398,,L,2025-H1,IM,NH,P2,PC,,,,44220663,,,
107398,,L,2025-H1,IM,NH,P2,PL,,,,27273406,,,
107398,,L,2025-H1,IM,NH,P4,PC,,,,11189644,,,
107398,,L,2025-H1,,OW,O2,PC,,EN,,22564648,,,
107398,,L,2025-H1,,OW,O2,GL,,EN,,24791194,,,
107398,,L,2025-H1,,OW,O2,ST,,EN,,44229904,,,
107398,,L,2025-H1,,OW,O2,PL,,EN,,48533623,,,
104836,,L,2025-H1,PF,NH,P1,PC,,,,42628440,,,
104836,,L,2025-H1,PF,NH,P2,PC,,,,17579884,,,
104836,,L,2025-H1,PF,NH,P4,PL,,,,11769164,,,
104836,,L,2025-H1,PF,NH,P4,WD,,,,30452346,,,
104836,,L,2025-H1,PF,RU,P5,WD,,,,9656973,,,
104836,,L,2025-H1,SO,HH,P1,PC,,,,16675411,,,
104836,,L,2025-H1,SO,NH,P1,PC,,,,42955933,,,
104220,,L,2025-H1,PF,RU,P5,WD,,,,3099090,,,
104220,,L,2025-H1,SE,PB,B1,AL,,,,48632692,,,
104220,,L,2025-H1,SE,PB,B1,FC,,,,17803911,,,
104220,,L,2025-H1,SE,PB,B1,PC,,,,28254589,,,
104220,,L,2025-H1,SE,PB,B1,PL,Flexible,,,27656110,,,
104220,,L,2025-H1,SE,PB,B1,PL,Rigid,,,18877634,,,
104220,,L,2025-H1,SO,HDC,,GL,,,,32543786,122504,,
104220,,L,2025-H1,SO,HDC,,PL,,,,5235514,15950748,,
104220,,L,2025-H1,SO,HH,P1,AL,,,,41243257,,,
104220,,L,2025-H1,SO,HH,P1,GL,,,,1318752,,,
104220,,L,2025-H1,SO,HH,P1,PC,,,,19198910,,,
104220,,L,2025-H1,SO,HH,P1,PL,Flexible,,,24704102,,,
104220,,L,2025-H1,SO,HH,P1,PL,Rigid,,,22642944,,,
104220,,L,2025-H1,SO,HH,P1,ST,,,,48446967,,,
104220,,L,2025-H1,SO,NDC,,GL,,,,49180314,9472,,
104220,,L,2025-H1,SO,NDC,,PL,,,,7934202,162040,,
104220,,L,2025-H1,SO,NH,P1,AL,,,,26319333,,,
104220,,L,2025-H1,SO,NH,P1,FC,,,,21136341,,,
104220,,L,2025-H1,SO,NH,P1,GL,,,,37215551,,,
104220,,L,2025-H1,SO,NH,P1,OT,Rubber,,,14586445,,,
104220,,L,2025-H1,SO,NH,P1,PC,,,,46841569,,,
104220,,L,2025-H1,SO,NH,P1,PL,,,,21851536,,,
104220,,L,2025-H1,SO,NH,P1,ST,,,,21231612,,,
104220,,L,2025-H1,SO,NH,P2,PC,,,,22728637,,,
104220,,L,2025-H1,SO,NH,P2,PL,,,,10754443,,,
104220,,L,2025-H1,SO,PB,B1,AL,,,,37482015,,,
104220,,L,2025-H1,SO,PB,B1,FC,,,,372767,,,
104220,,L,2025-H1,SO,PB,B1,PC,,,,36872782,,,
104220,,L,2025-H1,SO,PB,B1,PL,Flexible,,,23005833,,,
104220,,L,2025-H1,SO,PB,B1,PL,Rigid,,,49615966,,,
104220,,L,2025-H1,IM,HDC,,AL,,,,24531708,397836,,
104220,,L,2025-H1,IM,HDC,,PL,,,,9123309,103260,,
104220,,L,2025-H1,IM,HH,P1,AL,,,,16872677,,,
104220,,L,2025-H1,IM,HH,P1,GL,,,,20021783,,,
104220,,L,2025-H1,IM,HH,P1,PC,,,,2900934,,,
104220,,L,2025-H1,IM,HH,P1,PL,Flexible,,,28684086,,,
104220,,L,2025-H1,IM,HH,P1,PL,Rigid,,,33926937,,,
104220,,L,2025-H1,IM,HH,P1,ST,,,,23963679,,,
104220,,L,2025-H1,IM,NH,P1,AL,,,,41955895,,,
104220,,L,2025-H1,IM,NH,P1,FC,,,,34477840,,,
104220,,L,2025-H1,IM,NH,P1,GL,,,,39204740,,,
104220,,L,2025-H1,IM,NH,P1,OT,Rubber,,,42067187,,,
104220,,L,2025-H1,IM,NH,P1,OT,String,,,18259996,,,
104220,,L,2025-H1,IM,NH,P1,PC,,,,4491471,,,
104220,,L,2025-H1,IM,NH,P1,PL,,,,23412917,,,
104220,,L,2025-H1,IM,NH,P1,ST,,,,46965750,,,
104220,,L,2025-H1,IM,NH,P1,WD,,,,44481340,,,
104220,,L,2025-H1,IM,NH,P2,PC,,,,9474236,,,
104220,,L,2025-H1,IM,NH,P2,PL,,,,19527514,,,
104220,,L,2025-H1,IM,NH,P4,PC,,,,48539067,,,
104220,,L,2025-H1,IM,NH,P4,PL,,,,29391437,,,
104220,,L,2025-H1,IM,NH,P4,WD,,,,2376191,,,
104220,,L,2025-H1,IM,PB,B1,AL,,,,39878588,,,
104220,,L,2025-H1,IM,PB,B1,FC,,,,20961776,,,
104220,,L,2025-H1,IM,PB,B1,PC,,,,7856532,,,
